"var","Coef.Universal3_Age.LogLinearRelAdult","Coef.Universal2_RelativeAge","Coef.CHR","Coef.bp_hg38","Coef.Gene","Coef.Gene.hg19","Coef.ENTREZID","Coef.conservationInMouse","Coef.GeneRegionID","Coef.annotation","Coef.CHR_mm10","Coef.bp_mm10","Coef.Gene_mm10"
"cg16486681",NA,-0.041432956,"1",155005813,"ZBTB7B","ZBTB7B",51043,"mapped in human, not mapped in mouse","ZBTB7B_Intron","Intron (ENST00000417934.6/51043, intron 1 of 4)","3",89390174,"Zbtb7b"
"cg10491556",NA,-0.007637685,"10",123136370,"HMX3","HMX3",340784,"mapped to different gene in human and mouse","HMX3_Exon","Promoter (<=1kb)","7",131543282,"Fgfr2"
"cg16550733",NA,1.61248e-05,"14",26444770,"NOVA1","NOVA1",4857,"mapped in human, not mapped in mouse","NOVA1_threeUTR","3' UTR",NA,NA,NA
"cg14498322",NA,-0.054456262,"11",121656306,"SORL1","SORL1",6653,"mapped in human, not mapped in mouse","SORL1_Intergenic_downstream","Distal Intergenic","9",41950680,"Sorl1"
"cg25518911",NA,-0.010182216,"4",183906880,"STOX2","STOX2",56977,"conserved gene and region in mouse and human","STOX2_Exon","Exon (ENST00000308497.9/56977, exon 1 of 4)","8",47287955,"Stox2"
"cg11765970",NA,-0.02297533,"8",118110695,"EXT1","EXT1",2131,"conserved gene and region in mouse and human","EXT1_Exon","Exon (ENST00000378204.6/2131, exon 1 of 11)","15",53345012,"Ext1"
"cg25184118",NA,-0.108871608,"11",64690444,"NRXN2","NRXN2",9379,"mapped in human, not mapped in mouse","NRXN2_Exon","Exon (ENST00000377551.5/9379, exon 4 of 22)",NA,NA,NA
"cg22122198",NA,0.012861075,"15",36756841,"C15orf41","C15orf41",84529,"conserved gene and region in mouse and human","C15orf41_Intron","Intron (ENST00000566621.6/84529, intron 10 of 10)","2",115726979,"BC052040"
"cg12942661",NA,0.015511967,"5",158823229,"EBF1","EBF1",1879,"conserved gene and region in mouse and human","EBF1_Exon","Exon (ENST00000622875.4/1879, exon 2 of 10)","11",44883901,"Ebf1"
"cg20527060",NA,-0.003205307,"5",92147931,"ARRDC3","ARRDC3",57561,"conserved gene and region in mouse and human","ARRDC3_Intron","Intron (ENST00000507217.5/ENST00000507217.5, intron 1 of 3)","13",80000458,"Gm5197"
"cg22204849",NA,-0.061520178,"10",121517380,"FGFR2","FGFR2",2263,"conserved gene but different region in human and mouse","FGFR2_threeUTR","3' UTR","7",130198480,"Fgfr2"
"cg20583171",NA,0.003947228,"2",222269347,"PAX3","PAX3",5077,"mapped in human, not mapped in mouse","PAX3_Intron","Intron (ENST00000392069.6/5077, intron 4 of 9)","1",78168105,"Pax3"
"cg14361627",NA,0.008237039,"7",130734307,"KLF14","KLF14",136259,"mapped in human, not mapped in mouse","KLF14_Promoter","Promoter (<=1kb)",NA,NA,NA
"cg16848873",NA,-0.018308559,"17",48604946,"HOXB6","HOXB6",3216,"conserved gene and region in mouse and human","HOXB6_fiveUTR","Promoter (<=1kb)","11",96292521,"Hoxb6"
"cg12289788",NA,0.150183514,"8",37206152,"KCNU1","KCNU1",157855,"mapped to different gene in human and mouse","KCNU1_Intergenic_downstream","Distal Intergenic","8",26488766,"Gm50479"
"cg20705693",NA,-0.130463732,"7",25951193,"MIR148A","MIR148A",406940,"mapped to different gene in human and mouse","MIR148A_Promoter","Promoter (1-2kb)","6",51270949,"Nfe2l3"
"cg16118197",NA,0.003204089,"16",361668,"MRPL28","MRPL28",10573,"conserved gene and region in mouse and human","MRPL28_Intergenic_downstream","Distal Intergenic","17",26131192,"Axin1"
"cg24551749",NA,0.028108724,"12",53677516,"ATP5MC2","ATP5MC2",517,"mapped to different gene in human and mouse","ATP5MC2_Promoter","Promoter (<=1kb)","15",102672488,"Atp5g2"
"cg13160087",NA,0.076054887,"6",98455100,"POU3F2","POU3F2",5454,"mapped to different gene in human and mouse","POU3F2_Intergenic_upstream","Distal Intergenic","4",23050906,"Gm11879"
"cg26845017",NA,-0.036741219,"10",100655556,"PAX2","PAX2",5076,"conserved gene and region in mouse and human","PAX2_Intergenic_upstream","Distal Intergenic","19",44671166,"Pax2"
"cg19692957",NA,0.016905248,"4",146654806,"POU4F2","POU4F2",5458,"conserved gene and region in mouse and human","POU4F2_Intergenic_downstream","Distal Intergenic","8",78420590,"Pou4f2"
"cg13275239",NA,-0.028503594,"1",154261012,"UBAP2L","UBAP2L",9898,"conserved gene and region in mouse and human","UBAP2L_Exon","Exon (ENST00000343815.10/9898, exon 23 of 25)","3",90009206,"Ubap2l"
"cg13343102",NA,-0.006973368,"12",53739920,"CISTR","CALCOCO1",102216268,"mapped to different gene in human and mouse","CISTR_Intron","Intron (ENST00000663306.1/ENST00000663306.1, intron 1 of 4)",NA,NA,NA
"cg13379618",NA,0.000205347,"16",24123922,"PRKCB","PRKCB",5579,"conserved gene and region in mouse and human","PRKCB_Exon","Exon (ENST00000321728.12/5579, exon 9 of 17)","7",122544720,"Prkcb"
"cg13383038",NA,-0.007110823,"3",71524984,"FOXP1","FOXP1",27086,"mapped to different gene in human and mouse","FOXP1_Intron","Intron (ENST00000318789.9/27086, intron 2 of 20)","6",99467404,"Foxp1"
"cg12459916",NA,0.000668363,"7",27143439,"HOXA-AS3","HOXA-AS3",100133311,"mapped to different gene in human and mouse","HOXA-AS3_Exon","Exon (ENST00000222726.4/3202, exon 1 of 2)","6",52204182,"Gm28308"
"cg12460432",NA,-0.04552461,"1",41315165,"FOXO6","SCMH1",100132074,"conserved gene but different region in human and mouse","FOXO6_Intron","Intron (ENST00000657314.1/ENST00000657314.1, intron 1 of 1)","4",120333134,"Foxo6"
"cg22882174",NA,0.064524491,"8",38423109,"FGFR1","FGFR1",2260,"conserved gene but different region in human and mouse","FGFR1_Exon","Exon (ENST00000341462.8/2260, exon 8 of 19)","8",25563439,"Fgfr1"
"cg17425418",NA,-0.137266488,"10",74975634,"KAT6B","KAT6B",23522,"conserved gene and region in mouse and human","KAT6B_Exon","Exon (ENST00000648725.1/23522, exon 8 of 18)","14",21625116,"Kat6b"
"cg22040809",NA,-3.89177e-05,"6",26522350,"HCG11","HCG11",493812,"mapped in human, not mapped in mouse","HCG11_Exon","Promoter (<=1kb)",NA,NA,NA
"cg26260350",NA,0.07759569,"2",63050797,"OTX1","OTX1",5013,"conserved gene and region in mouse and human","OTX1_Exon","Promoter (<=1kb)","11",22001647,"Otx1"
"cg24557436",NA,0.065404134,"9",81687376,"TLE1","TLE1",7088,"conserved gene and region in mouse and human","TLE1_Exon","Exon (ENST00000376499.8/7088, exon 2 of 20)","4",72199339,"Tle1"
"cg10186512",NA,0.071397282,"9",125546052,"MAPKAP1","MAPKAP1",79109,"conserved gene and region in mouse and human","MAPKAP1_Intron","Intron (ENST00000373511.6/79109, intron 6 of 10)","2",34531263,"Mapkap1"
"cg17604804",NA,-0.043960398,"9",95460145,"PTCH1","PTCH1",5727,"conserved gene and region in mouse and human","PTCH1_Intron","Intron (ENST00000331920.10/5727, intron 16 of 23)","13",63525486,"Ptch1"
"cg27275508",NA,-0.000925784,"3",181707923,"SOX2-OT","SOX2-OT",347689,"mapped to different gene in human and mouse","SOX2-OT_Intron","Intron (ENST00000660576.1/347689, intron 5 of 6)","3",34646147,"Sox2"
"cg13851328",NA,-0.011317945,"2",85764072,"ATOH8","ATOH8",84913,"mapped in human, not mapped in mouse","ATOH8_Exon","Exon (ENST00000469442.5/84913, exon 2 of 3)","6",72223851,"Atoh8"
"cg23108693",NA,-0.01793337,"8",41629392,"GPAT4","NKX6-3",137964,"mapped in human, not mapped in mouse","GPAT4_Intergenic_downstream","Distal Intergenic","8",23168937,"Gpat4"
"cg16378867",NA,-0.033135839,"2",61538272,"XPO1","XPO1",7514,"conserved gene but different region in human and mouse","XPO1_fiveUTR","Promoter (<=1kb)","11",23256016,"Xpo1"
"cg17769560",NA,-0.000220138,"18",34223154,"NOL4","NOL4",8715,"mapped in human, not mapped in mouse","NOL4_Exon","Promoter (<=1kb)",NA,NA,NA
"cg23148651",NA,0.165415598,"6",21593626,"SOX4","SOX4",6659,"conserved gene and region in mouse and human","SOX4_Promoter","Promoter (<=1kb)","13",28953813,"Sox4"
"cg19134574",NA,0.195597876,"15",44427655,"CTDSPL2","CTDSPL2",51496,"conserved gene and region in mouse and human","CTDSPL2_fiveUTR","Promoter (<=1kb)","2",121956499,"Ctdspl2"
"cg20306751",NA,-0.329608183,"4",139301542,"NDUFC1","NAA15",4717,"mapped in human, not mapped in mouse","NDUFC1_fiveUTR","5' UTR","3",51416043,"Naa15"
"cg15511156",NA,-0.013374007,"14",33566321,"NPAS3","NPAS3",64067,"mapped in human, not mapped in mouse","NPAS3_Intron","Intron (ENST00000551634.5/64067, intron 4 of 10)","12",53837589,"Npas3"
"cg19573972",NA,-0.004594839,"1",213232174,"RPS6KC1","RPS6KC1",26750,"mapped in human, not mapped in mouse","RPS6KC1_Exon","Exon (ENST00000543354.5/26750, exon 9 of 14)","1",190808963,"Rps6kc1"
"cg23940242",NA,-0.028748,"2",163735054,"FIGN","FIGN",55137,"conserved gene and region in mouse and human","FIGN_fiveUTR","Promoter (<=1kb)","2",64097046,"Fign"
"cg23337318",NA,0.123154136,"1",61157563,"NFIA","NFIA",4774,"mapped in human, not mapped in mouse","NFIA_Intron","Intron (ENST00000371191.5/4774, intron 2 of 10)","4",97844974,"Nfia"
"cg16591739",NA,-0.013488214,"3",129171214,"CNBP","CNBP",7555,"conserved gene and region in mouse and human","CNBP_Exon","Exon (ENST00000502976.5/7555, exon 4 of 5)","6",87845257,"Cnbp"
"cg19342019",NA,0.006902503,"9",79936513,"LINC01507","TLE4",101927477,"mapped to different gene in human and mouse","LINC01507_Intergenic_upstream","Distal Intergenic","19",14301374,"Gm26993"
"cg15391310",NA,2.20044e-05,"8",92169298,"RUNX1T1","RUNX1T1",862,"conserved gene and region in mouse and human","RUNX1T1_Intergenic_upstream","Distal Intergenic","4",13692994,"Runx1t1"
"cg19384462",NA,-0.000848333,"8",41629387,"GPAT4","NKX6-3",137964,"mapped in human, not mapped in mouse","GPAT4_Intergenic_downstream","Distal Intergenic","8",23168942,"Gpat4"
"cg25217825",NA,0.003216797,"8",136042419,"LINC02055","KHDRBS3",107986980,"mapped to different gene in human and mouse","LINC02055_Intron","Intron (ENST00000650054.1/ENST00000650054.1, intron 2 of 5)","15",69499591,"Gm5216"
"cg14334315",NA,-0.058145483,"12",81759503,"PPFIA2","PPFIA2",8499,"mapped in human, not mapped in mouse","PPFIA2_fiveUTR","Promoter (<=1kb)","10",106469415,"Ppfia2"
"cg19513247",NA,-0.246648979,"17",44219685,"UBTF","UBTF",7343,"conserved gene and region in mouse and human","UBTF_fiveUTR","5' UTR","11",102317812,"Ubtf"
"cg19561061",NA,-0.000685495,"2",44033862,"LRPPRC","LRPPRC",10128,"conserved gene but different region in human and mouse","LRPPRC_Intergenic_upstream","Distal Intergenic","17",84827404,"Gm9400"
"cg23646867",NA,0.031537872,"6",41593729,"FOXP4","FOXP4",116113,"conserved gene and region in mouse and human","FOXP4_Intron","Intron (ENST00000373060.5/116113, intron 13 of 16)","17",47872445,"Foxp4"
"cg22901671",NA,-0.022459391,"X",107604355,"FRMPD3","PRPS1",84443,"conserved gene and region in mouse and human","FRMPD3_threeUTR","3' UTR","X",140434550,"Frmpd3"
"cg24434315",NA,0.005007768,"1",215963874,"USH2A","USH2A",7399,"mapped in human, not mapped in mouse","USH2A_Intron","Intron (ENST00000307340.8/7399, intron 37 of 71)","1",188656553,"Ush2a"
"cg14762358",NA,-0.047473356,"20",37905847,"VSTM2L","VSTM2L",128434,"conserved gene and region in mouse and human","VSTM2L_Intron","Intron (ENST00000373459.4/128434, intron 1 of 1)","2",157917249,"Vstm2l"
"cg14548925",NA,-0.057645196,"7",105876510,"ATXN7L1","ATXN7L1",222255,"mapped in human, not mapped in mouse","ATXN7L1_Exon","Promoter (<=1kb)","12",33147782,"Atxn7l1"
"cg15804249",NA,0.053462226,"15",67595330,"MAP2K5","MAP2K5",5607,"mapped in human, not mapped in mouse","MAP2K5_Intron","Intron (ENST00000178640.10/5607, intron 7 of 21)","9",63327494,"Map2k5"
"cg25615279",NA,-0.00280266,"10",123144477,"HMX2","HMX2",3167,"mapped to different gene in human and mouse","HMX2_Promoter","Promoter (3-4kb)","7",131550703,"Fgfr2"
"cg22588813",NA,0.053902284,"14",39176528,"PNN","PNN",5411,"mapped in human, not mapped in mouse","PNN_Exon","Exon (ENST00000553331.5/5411, exon 3 of 6)","12",59068286,"Pnn"
"cg11156581",NA,-0.054427717,"2",44942823,"SIX3","SIX3",6496,"conserved gene and region in mouse and human","SIX3_Exon","Exon (ENST00000260653.5/6496, exon 1 of 2)","17",85621961,"Six3"
"cg14666740",NA,0.061125706,"20",38728096,"SLC32A1","SLC32A1",140679,"conserved gene and region in mouse and human","SLC32A1_Exon","Exon (ENST00000217420.2/140679, exon 2 of 2)","2",158614461,"Slc32a1"
"cg24104506",NA,0.001033712,"6",50718313,"TFAP2D","TFAP2D",83741,"mapped in human, not mapped in mouse","TFAP2D_Intron","Intron (ENST00000008391.3/83741, intron 2 of 7)","1",19107500,"Tfap2d"
"cg17311369",NA,-0.017594667,"7",31362864,"NEUROD6","NEUROD6",63974,"mapped to different gene in human and mouse","NEUROD6_Intergenic_upstream","Distal Intergenic","6",55704259,"Neurod6"
"cg15991909",NA,-0.050439903,"1",32539339,"ZBTB8A","ZBTB8A",653121,"conserved gene but different region in human and mouse","ZBTB8A_Intron","Intron (ENST00000480336.1/653121, intron 6 of 9)","4",129377984,"Zbtb8a"
"cg16095149",NA,-0.00199108,"21",40846623,"DSCAM","DSCAM",1826,"conserved gene and region in mouse and human","DSCAM_Exon","Promoter (<=1kb)","16",97170238,"Dscam"
"cg23272565",NA,0.036808152,"10",129571632,"MGMT","MGMT",4255,"mapped in human, not mapped in mouse","MGMT_Intron","Intron (ENST00000306010.8/4255, intron 2 of 4)","7",136980838,"Mgmt"
"cg20334331",NA,5.10393e-06,"5",77847708,"TBCA","TBCA",6902,"conserved gene but different region in human and mouse","TBCA_Intron","Intron (ENST00000522370.1/6902, intron 1 of 3)","13",94707168,"Gm48316"
"cg23314464",NA,0.002465969,"19",35723890,"KMT2B","KMT2B",9757,"mapped in human, not mapped in mouse","KMT2B_Exon","Exon (ENST00000420124.2/9757, exon 8 of 37)","7",30583300,"Kmt2b"
"cg25824158",NA,-0.019594811,"10",73839578,"CAMK2G","CAMK2G",818,"conserved gene and region in mouse and human","CAMK2G_Exon","Exon (ENST00000322635.7/818, exon 13 of 21)","14",20757705,"Camk2g"
"cg18955753",NA,-0.806855502,"17",40100679,"NR1D1","NR1D1",9572,"conserved gene but different region in human and mouse","NR1D1_Promoter","Promoter (<=1kb)","11",98775327,"Nr1d1"
"cg27242082",NA,0.013757625,"2",156328905,"NR4A2","NR4A2",4929,"conserved gene and region in mouse and human","NR4A2_Intron","Intron (ENST00000339562.9/4929, intron 3 of 7)","2",57111185,"Nr4a2"
"cg20049544",NA,-0.044897523,"4",77776300,"CNOT6L","CNOT6L",246175,"mapped in human, not mapped in mouse","CNOT6L_Exon","Exon (ENST00000649644.1/246175, exon 2 of 12)","5",96134088,"Cnot6l"
"cg19017031",NA,-0.310875694,"17",2049917,"MIR132","MIR132",406921,"conserved gene but different region in human and mouse","MIR132_Exon","Promoter (<=1kb)","11",75173755,"Hic1"
"cg12722365",NA,0.052229921,"3",148075939,"LINC02032","AGTR1",100507461,"mapped to different gene in human and mouse","LINC02032_Promoter","Promoter (<=1kb)","9",90700723,"Gm2497"
"cg21617338",NA,0.073829325,"5",88884021,"MEF2C-AS1","MEF2C",101929423,"mapped to different gene in human and mouse","MEF2C-AS1_Promoter","Promoter (<=1kb)","13",83524002,"Mef2c"
"cg15030317",NA,-0.012323883,"3",158234032,"RSRC1","RSRC1",51319,"conserved gene and region in mouse and human","RSRC1_Intron","Intron (ENST00000480820.5/51319, intron 4 of 9)","3",67136144,"Rsrc1"
"cg22212874",NA,-0.007693704,"X",41519436,"CASK","CASK",8573,"mapped in human, not mapped in mouse","CASK_threeUTR","3' UTR","X",13521220,"Cask"
"cg26067250",NA,0.202248114,"2",172085721,"DLX1","DLX1",1745,"mapped to different gene in human and mouse","DLX1_Exon","Promoter (<=1kb)","2",71530037,"Dlx1"
"cg16011662",NA,-0.006363724,"10",123305174,"BUB3","BUB3",9184,"mapped in human, not mapped in mouse","BUB3_Intergenic_downstream","Distal Intergenic","7",131671919,"Fgfr2"
"cg16100840",NA,0.013465617,"10",100707267,"PAX2","PAX2",5076,"mapped in human, not mapped in mouse","PAX2_Intergenic_upstream","Distal Intergenic","19",44717587,"Pax2"
"cg14002724",NA,0.003765222,"1",118992974,"TBX15","TBX15",6913,"mapped in human, not mapped in mouse","TBX15_Promoter","Promoter (3-4kb)","3",99248793,"Tbx15"
"cg18368305",NA,-0.024403293,"12",111453780,"ATXN2","ATXN2",6311,"conserved gene and region in mouse and human","ATXN2_threeUTR","3' UTR","5",121813449,"Atxn2"
"cg22380921",NA,-0.081145751,"3",84959635,"CADM2","CADM2",253559,"conserved gene and region in mouse and human","CADM2_Exon","Promoter (<=1kb)","16",67620203,"Cadm2"
"cg23344477",NA,-0.047520685,"19",41928629,"LOC100505585","ARHGEF1",100505585,"mapped to different gene in human and mouse","LOC100505585_Exon","Exon (ENST00000594513.1/100505585, exon 1 of 2)","7",24944902,"Erfl"
"cg13761591",NA,0.134534113,"15",62838857,"TLN2","TLN2",83660,"conserved gene and region in mouse and human","TLN2_Exon","Exon (ENST00000561311.5/83660, exon 57 of 58)","9",67224099,"Tln2"
"cg25184464",NA,-0.011889066,"14",32941510,"NPAS3","NPAS3",64067,"mapped in human, not mapped in mouse","NPAS3_Intron","Intron (ENST00000551634.5/64067, intron 1 of 10)","12",53255134,"Npas3"
"cg16671155",NA,-0.070003096,"14",68879077,"ACTN1","ACTN1",87,"mapped in human, not mapped in mouse","ACTN1_Intron","Intron (ENST00000193403.10/87, intron 18 of 20)","12",80170774,"Actn1"
"cg20483513",NA,-0.038129911,"11",67365224,"LOC100130987","LOC100130987",100130987,"mapped in human, not mapped in mouse","LOC100130987_Exon","Exon (ENST00000312438.8/23529, exon 3 of 3)",NA,NA,NA
"cg20565386",NA,0.046997436,"19",45068090,"CLASRP","CLASRP",11129,"conserved gene but different region in human and mouse","CLASRP_Exon","Exon (ENST00000585432.1/11129, exon 2 of 2)","7",19584747,"Clasrp"
"cg26045960",NA,-0.030939129,"8",65841464,"PDE7A","PDE7A",5150,"conserved gene and region in mouse and human","PDE7A_Exon","Promoter (<=1kb)","3",19310957,"Pde7a"
"cg25368206",NA,0.016105737,"10",75703821,"LRMDA","LRMDA",83938,"conserved gene and region in mouse and human","LRMDA_Intron","Intron (ENST00000611255.5/83938, intron 2 of 6)","14",22250220,"Lrmda"
"cg26594414",NA,-0.024796396,"10",103622472,"SH3PXD2A","SH3PXD2A",9644,"conserved gene and region in mouse and human","SH3PXD2A_Exon","Exon (ENST00000369774.8/9644, exon 10 of 15)","19",47283023,"Sh3pxd2a"
"cg19854621",NA,-0.02281272,"6",24718649,"C6orf62","C6orf62",81688,"conserved gene and region in mouse and human","C6orf62_Exon","Promoter (<=1kb)","13",24803399,"BC005537"
"cg26989456",NA,-0.00046464,"X",137237781,"GPR101","GPR101",83550,"conserved gene and region in mouse and human","GPR101_Intergenic_upstream","Distal Intergenic","X",57712137,"Gm8107"
"cg19931377",NA,-0.038987411,"3",114616166,"ZBTB20","ZBTB20",26137,"conserved gene and region in mouse and human","ZBTB20_Intron","Intron (ENST00000357258.8/26137, intron 5 of 9)","16",43371397,"Zbtb20"
"cg22903204",NA,0.013940128,"1",10672589,"CASZ1","CASZ1",54897,"mapped to different gene in human and mouse","CASZ1_Intron","Intron (ENST00000377022.8/54897, intron 4 of 20)","4",148921985,"Casz1"
"cg20867091",NA,-0.005345927,"17",36721897,"MRM1","MRM1",79922,"mapped to different gene in human and mouse","MRM1_Intergenic_downstream","Distal Intergenic","11",84708437,"Mrm1"
"cg27637521",NA,0.008219951,"17",78359121,"SOCS3","SOCS3",9021,"conserved gene and region in mouse and human","SOCS3_fiveUTR","Promoter (<=1kb)","11",117968256,"Socs3"
"cg23998570",NA,-0.044892504,"2",176075839,"EVX2","EVX2",344191,"conserved gene and region in mouse and human","EVX2_Intergenic_downstream","Distal Intergenic","2",74651371,"Evx2"
"cg17251355",NA,0.02076741,"2",59278032,"LINC01793","LINC01122",101927285,"mapped to different gene in human and mouse","LINC01793_Exon","Exon (ENST00000409590.1/101927285, exon 3 of 3)","11",25335677,"5730522E02Rik"
"cg24087602",NA,-0.08416399,"2",178752226,"TTN-AS1","TTN",100506866,"mapped to different gene in human and mouse","TTN-AS1_Intron","Intron (ENST00000659121.1/101927055, intron 6 of 12)","2",76920657,"Ttn"
"cg25662803",NA,0.009361139,"4",150490968,"LRBA","LRBA",987,"conserved gene but different region in human and mouse","LRBA_threeUTR","3' UTR","3",86605936,"Lrba"
"cg22673296",NA,-0.009805465,"1",208268218,"PLXNA2","PLXNA2",5362,"mapped in human, not mapped in mouse","PLXNA2_Exon","Exon (ENST00000652300.1/ENST00000652300.1, exon 2 of 2)","1",194590000,"Plxna2"
"cg21126148",NA,0.02242612,"14",49894096,"ARF6","ARF6",382,"mapped in human, not mapped in mouse","ARF6_Exon","Exon (ENST00000298316.7/382, exon 2 of 2)","12",69373153,"Arf6"
"cg25649550",NA,0.011325588,"11",35261714,"SLC1A2","SLC1A2",6506,"mapped in human, not mapped in mouse","SLC1A2_threeUTR","3' UTR","2",102780742,"Slc1a2"
